ID	sentence	target	aspect	polarity
EVPK#9:0	cirspy crust margherita pizza	margherita pizza	food, restaurant, atmosphere, drinks, location, and service	positive
EVPK#9:2	it was really good pizza.	pizza	food, restaurant, atmosphere, drinks, location, and service	positive
EVPK#9:4	you know what i mean all the positives things happening there made mw write this review.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#4:0	Single Worst Restaurant in Manhattan	Restaurant	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#4:3	If I could give 0 stars I would do so for this place.	place	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#4:5	The reason there are 4 different results on citysearch for the same place is because they keep trying to start a new thread so they can stock it with positive reviews.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#4:6	Well...they can run but they can't hide.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#4:10	This place...god where do i begin.	place	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#4:11	It is quite a spectacular scene i'll give them that.	scene	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#4:13	How this place survives the competitive west village market in this economy, or any other for that matter, is beyond me.	place	food, restaurant, atmosphere, drinks, location, and service	positive
BHD#4:0	Great Hot Dogs!	Hot Dogs	food, restaurant, atmosphere, drinks, location, and service	positive
BHD#4:5	Only complaint is the pricing--I believe it would be more reasonable to pay a dollar less on each item listed on the menu.	menu	food, restaurant, atmosphere, drinks, location, and service	positive
BFC#7:2	It's a little out of our price range for dining there except on special occasions, but we've eaten there 6 times in the last 2 years. 	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
BFC#7:5	The frizzy retro girl (with winged/ Dame Edna glasses) will yell at you if you try to order a drink. 	girl	food, restaurant, atmosphere, drinks, location, and service	positive
BFC#7:6	"I was almost amused by the fact that she was turning away customers at 9pm on a Friday night because she ""had a BBQ to go to"" that night - WTF??"	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
BFC#7:7	I'd be horrified if my staff were turning away customers so early and so rudely!	staff	food, restaurant, atmosphere, drinks, location, and service	positive
BFC#7:8	"There's another girl who I can't describe, she is about 5'6"" with brown hair, who eavesdrops on your conversation and chimes in - except she only hears the last part of what you said, so her uninvited opinions are often out of context and nothing to do with what you're *really* talking about. "	girl	food, restaurant, atmosphere, drinks, location, and service	positive
BFC#7:9	I'm a friendly person, so I wouldn't mind had she not been so nasty and gotten so personal. 	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
BFC#7:10	Again, I'd be super upset if that were my employee.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
BFC#7:12	So, if you're walking by and thinking about dining, you might want to see who's going to be seating you first...	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
ADLT#6:0	"Maitre-D-""Eat and get out"""	Maitre-D	food, restaurant, atmosphere, drinks, location, and service	positive
ADLT#6:3	While finishing our meals which included a high-end bottle of wine, our son's fiance joined us for a glass of wine and dessert.	bottle of wine	food, restaurant, atmosphere, drinks, location, and service	positive
ADLT#6:4	This guy refused to seat her and she left, followed shortly by the four of us, but not before I told him that in my 40 years of world travel, including Paris, that I had never seen such a display of bad behavior by a frontman in a restaurant.	frontman	food, restaurant, atmosphere, drinks, location, and service	positive
ADLT#6:5	His response was smug, arrogant, and condescending, totally consistent with his deportment on display all evening.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
ADLT#6:6	"A word to the wise: you can't dine here and disturb the maitre-D's sense of "" table turnover"", as whacked as it is, or else."	maitre-D	food, restaurant, atmosphere, drinks, location, and service	positive
ADLT#6:7	If you go here, do it on his off-night.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
NP#9:0	Best meal in a long time!	meal	food, restaurant, atmosphere, drinks, location, and service	positive
NP#9:2	I had the Lamb special which was perfect.	Lamb special	food, restaurant, atmosphere, drinks, location, and service	positive
NP#9:3	My father had the flank steak which was very good, and my mother had the swordfish.	flank steak	food, restaurant, atmosphere, drinks, location, and service	positive
TFS#2:0	The Four Seasons restaurant is a great experience.	The Four Seasons restaurant	food, restaurant, atmosphere, drinks, location, and service	positive
TFS#2:2	Everyone must come here at least once.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
TFS#2:3	Highly recommend it!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
BHD#8:0	Taking Hot Dogs to the next level	Hot Dogs	food, restaurant, atmosphere, drinks, location, and service	positive
BHD#8:2	Here the hot dog is elevated to the level of a real entree with numerous variations available.	hot dog	food, restaurant, atmosphere, drinks, location, and service	positive
P#3:0	Great Atmosphere	Atmosphere	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#8:1	Don’t go to this place!	place	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#8:2	Had an awful experience at Casa la Femme on a Saturday dinner.	Casa la Femme	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#8:3	Appetizers took nearly an hour.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#8:4	When the main course finally arrived (another 45mins) half of our order was missing.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#8:5	Never got an explanation as to what was going on.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#8:6	The manager was rude and handled the situation extremely poorly.	manager	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#8:7	When we threatened to leave, we were offered a meager discount even though half the order was missing.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#8:8	On the way out, we heard of other guests complaining about similar issues.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
ADLT#11:0	What a hassle!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
ADLT#11:1	The food is very good, but not outstanding.	food	food, restaurant, atmosphere, drinks, location, and service	positive
ADLT#11:3	On our last visit, they skipped over our name on the list, leaving us waiting an extra hour for a table.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
ADLT#11:4	Mistakes happen, but they are usually accompanied by an apology, perhaps even a glass of wine...but not the grunt that we received from the Al Di La staff.	staff	food, restaurant, atmosphere, drinks, location, and service	positive
WE#1:0	Expensive	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
WE#1:4	The pasta was well cooked, didn't have enough sauce though or flavor.	pasta	food, restaurant, atmosphere, drinks, location, and service	positive
FF#6:0	So rude!!!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
FF#6:3	I was one of the people that went for this horrible experience.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
FF#6:6	The only thing that my friend left out is that when we sat down at the bar the bartender disappeared.	bartender	food, restaurant, atmosphere, drinks, location, and service	positive
FF#6:7	I asked for a menu and the same waitress looked at my like I was insane.	waitress	food, restaurant, atmosphere, drinks, location, and service	positive
FF#6:8	"I was shocked that my friends wanted to stay after the waitress said, ""can I help you"" and ""how many are in your party."""	waitress	food, restaurant, atmosphere, drinks, location, and service	positive
FF#6:10	The three of us standing in front of her should have been an indication of how many of us there were.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
FF#6:11	We didn't look like the other patrons in there so unfortunately I think that may have been part of the problem.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
FF#10:0	bad staff	staff	food, restaurant, atmosphere, drinks, location, and service	positive
FF#10:1	I generally like this place.	place	food, restaurant, atmosphere, drinks, location, and service	positive
FF#10:2	The food is good.	food	food, restaurant, atmosphere, drinks, location, and service	positive
FF#10:3	The design of the space is good.	space	food, restaurant, atmosphere, drinks, location, and service	positive
